HymnsID	ValidationDropDownList	Hymnal	HymnNumber	FirstLine	Tune	Metre	Occasion	PD	EHNote	EHNote2
	string	HymnalCode	HymnNumber	string						
N196b.Hymns	N196b Father, in whom thy saints are one (KENT)	NEH:New English Hymnal	196b	Father, in whom thy saints are one	KENT					
N197.Hymns	N197 For all the Saints who from their labours rest (SINE NOMINE)	NEH:New English Hymnal	197	For all the Saints who from their labours rest	SINE NOMINE					
N198.Hymns	N198 The Church triumphant in thy love (EATINGTON)	NEH:New English Hymnal	198	The Church triumphant in thy love	EATINGTON					
N199.Hymns	N199 God, whose city's sure foundation (OBIIT)	NEH:New English Hymnal	199	God, whose city's sure foundation	OBIIT					
N200.Hymns	N200 Jesus calls us! O'er the tumult (ST ANDREW)	NEH:New English Hymnal	200	Jesus calls us! O'er the tumult	ST ANDREW					
N201.Hymns	N201 Stephen, first of Christian martyrs (EVERTON)	NEH:New English Hymnal	201	Stephen, first of Christian martyrs	EVERTON					
N202.Hymns	N202 Word supreme, before creation (GRAFTON)	NEH:New English Hymnal	202	Word supreme, before creation	GRAFTON					
N203.Hymns	N203 When Christ was born in Bethlehem (RODMELL)	NEH:New English Hymnal	203	When Christ was born in Bethlehem	RODMELL					
N204.Hymns	N204 Blessèd City, heavenly Salem (URBS BEATA)	NEH:New English Hymnal	204	Blessèd City, heavenly Salem	URBS BEATA					
N205.Hymns	N205 Christ is made the sure foundation (WESTMINSTER ABBEY)	NEH:New English Hymnal	205	Christ is made the sure foundation	WESTMINSTER ABBEY					
N206.Hymns	N206 Christ is our corner-stone (HAREWOOD)	NEH:New English Hymnal	206	Christ is our corner-stone	HAREWOOD					
N207.Hymns	N207 Eternal Power, whose high abode (IVYHATCH)	NEH:New English Hymnal	207	Eternal Power, whose high abode	IVYHATCH					
N208.Hymns	N208 In our day of Thanksgiving one psalm let us offer (ST CATHERINE'S COURT)	NEH:New English Hymnal	208	In our day of Thanksgiving one psalm let us offer	ST CATHERINE'S COURT					
N209.Hymns	N209 Lo! God is here! let us adore (MACH'S MIT MIR GOTT)	NEH:New English Hymnal	209	Lo! God is here! let us adore	MACH'S MIT MIR GOTT					
N210.Hymns	N210 Only-begotten, Word of God eternal (ISTE CONFESSOR (2))	NEH:New English Hymnal	210	Only-begotten, Word of God eternal	ISTE CONFESSOR (2)					
N211.Hymns	N211 O Word of God above (ST EDMUND)	NEH:New English Hymnal	211	O Word of God above	ST EDMUND					
N212.Hymns	N212 Sion's daughters! Sons of Jerusalem! (SION'S DAUGHTERS)	NEH:New English Hymnal	212	Sion's daughters! Sons of Jerusalem!	SION'S DAUGHTERS					
N213a.Hymns	N213a The eternal gifts of Christ the King (AETERNA CHRISTI MUNERA)	NEH:New English Hymnal	213a	The eternal gifts of Christ the King	AETERNA CHRISTI MUNERA					
N213b.Hymns	N213b The eternal gifts of Christ the King (AETERNA CHRISTI MUNERA)	NEH:New English Hymnal	213b	The eternal gifts of Christ the King	AETERNA CHRISTI MUNERA					
N214a.Hymns	N214a Let the round world with songs rejoice (EXULTET CAELUM LAUDIBUS)	NEH:New English Hymnal	214a	Let the round world with songs rejoice	EXULTET CAELUM LAUDIBUS					
N214b.Hymns	N214b Let the round world with songs rejoice (DEUS TUORUM MILITUM)	NEH:New English Hymnal	214b	Let the round world with songs rejoice	DEUS TUORUM MILITUM					
N215.Hymns	N215 Captains of the saintly band (HARTS)	NEH:New English Hymnal	215	Captains of the saintly band	HARTS					
N216.Hymns	N216 Disposer supreme, and judge of the earth (OLD 104TH)	NEH:New English Hymnal	216	Disposer supreme, and judge of the earth	OLD 104TH					
N217.Hymns	N217 Martyr of God, whose strength was steeled (MARTYR DEI)	NEH:New English Hymnal	217	Martyr of God, whose strength was steeled	MARTYR DEI					
N218a.Hymns	N218a O God, thy soldiers' crown and guard (DEUS TUORUM MILITUM)	NEH:New English Hymnal	218a	O God, thy soldiers' crown and guard	DEUS TUORUM MILITUM					
N218b.Hymns	N218b O God, thy soldiers' crown and guard (REX GLORIOSE)	NEH:New English Hymnal	218b	O God, thy soldiers' crown and guard	REX GLORIOSE					
N219.Hymns	N219 Let our choirs new anthems raise (ST JOHN DAMASCENE)	NEH:New English Hymnal	219	Let our choirs new anthems raise	ST JOHN DAMASCENE					
N220a.Hymns	N220a He who bore witness by a good confession (ISTE CONFESSOR (I))	NEH:New English Hymnal	220a	He who bore witness by a good confession	ISTE CONFESSOR (I)					
N220b.Hymns	N220b He who bore witness by a good confession (AD TUUM NOMEN)	NEH:New English Hymnal	220b	He who bore witness by a good confession	AD TUUM NOMEN					
N221a.Hymns	N221a O God, thy loving care for man (EXULTET CAELUM LAUDIBUS)	NEH:New English Hymnal	221a	O God, thy loving care for man	EXULTET CAELUM LAUDIBUS					
N221b.Hymns	N221b O God, thy loving care for man (ELY)	NEH:New English Hymnal	221b	O God, thy loving care for man	ELY					
N222.Hymns	N222 As we remember, Lord, thy faithful handmaid (UT QUEANT LAXIS)	NEH:New English Hymnal	222	As we remember, Lord, thy faithful handmaid	UT QUEANT LAXIS					
N223a.Hymns	N223a O Jesu, Saviour of mankind (JESU REDEMPTOR OMNIUM)	NEH:New English Hymnal	223a	O Jesu, Saviour of mankind	JESU REDEMPTOR OMNIUM					
N223b.Hymns	N223b O Jesu, Saviour of mankind (DULCIS MEMORIA)	NEH:New English Hymnal	223b	O Jesu, Saviour of mankind	DULCIS MEMORIA					
N224.Hymns	N224 For all thy saints, O Lord (MOUNT EPHRAIM)	NEH:New English Hymnal	224	For all thy saints, O Lord	MOUNT EPHRAIM					
N225a.Hymns	N225a Give me the wings of faith to rise (SONG 67)	NEH:New English Hymnal	225a	Give me the wings of faith to rise	SONG 67					
N225b.Hymns	N225b Give me the wings of faith to rise (SAN ROCCO)	NEH:New English Hymnal	225b	Give me the wings of faith to rise	SAN ROCCO					
N226.Hymns	N226 Hark! the sound of holy voices (DEERHURST)	NEH:New English Hymnal	226	Hark! the sound of holy voices	DEERHURST					
N227.Hymns	N227 How bright these glorious spirits shine! (BALLERMA)	NEH:New English Hymnal	227	How bright these glorious spirits shine!	BALLERMA					
N228.Hymns	N228 Jerusalem, thou City blest (NEWBURY)	NEH:New English Hymnal	228	Jerusalem, thou City blest	NEWBURY					
N229.Hymns	N229 Joy and triumph everlasting (GENEVAN PSALM 42)	NEH:New English Hymnal	229	Joy and triumph everlasting	GENEVAN PSALM 42					
N230a.Hymns	N230a Palms of glory, raiment bright (BOYCE)	NEH:New English Hymnal	230a	Palms of glory, raiment bright	BOYCE					
N230b.Hymns	N230b Palms of glory, raiment bright (PALMS OF GLORY)	NEH:New English Hymnal	230b	Palms of glory, raiment bright	PALMS OF GLORY					
N231.Hymns	N231 Who are these, like stars appearing (ALL SAINTS)	NEH:New English Hymnal	231	Who are these, like stars appearing	ALL SAINTS					
N232.Hymns	N232 Awake, my soul, and with the sun (MORNING HYMN)	NEH:New English Hymnal	232	Awake, my soul, and with the sun	MORNING HYMN					
N233.Hymns	N233 Glory to thee, who safe hast kept (ST BENET)	NEH:New English Hymnal	233	Glory to thee, who safe hast kept	ST BENET					
N234a.Hymns	N234a Christ, whose glory fills the skies (MINISTRES DE L'ÉTERNEL)	NEH:New English Hymnal	234a	Christ, whose glory fills the skies	MINISTRES DE L'ÉTERNEL					
N234b.Hymns	N234b Christ, whose glory fills the skies (RATISBON)	NEH:New English Hymnal	234b	Christ, whose glory fills the skies	RATISBON					
N235.Hymns	N235 Forth in thy name, O Lord, I go (SONG 34 (ANGELS' SONG))	NEH:New English Hymnal	235	Forth in thy name, O Lord, I go	SONG 34 (ANGELS' SONG)					
N236.Hymns	N236 Lord, as I wake I turn to you (DANIEL)	NEH:New English Hymnal	236	Lord, as I wake I turn to you	DANIEL					
N237.Hymns	N237 Morning has broken (BENESSAN)	NEH:New English Hymnal	237	Morning has broken	BENESSAN					
N238.Hymns	N238 New every morning is the love (MELCOMBE)	NEH:New English Hymnal	238	New every morning is the love	MELCOMBE					
N239.Hymns	N239 Lord of all hopefulness, Lord of all joy (SLANE)	NEH:New English Hymnal	239	Lord of all hopefulness, Lord of all joy	SLANE					
N240.Hymns	N240 When all the world to life is waking (RENDEZ À DIEU)	NEH:New English Hymnal	240	When all the world to life is waking	RENDEZ À DIEU					
N241.Hymns	N241 Before the ending of the day (TE LUCIS ANTE TERMINUM)	NEH:New English Hymnal	241	Before the ending of the day	TE LUCIS ANTE TERMINUM					
N242.Hymns	N242 As now the sun's declining rays (ST PETER)	NEH:New English Hymnal	242	As now the sun's declining rays	ST PETER					
N243.Hymns	N243 At even when the sun was set (ANGELUS)	NEH:New English Hymnal	243	At even when the sun was set	ANGELUS					
N244.Hymns	N244 Glory to thee, my God, this night (TALLIS'S CANON)	NEH:New English Hymnal	244	Glory to thee, my God, this night	TALLIS'S CANON					
N245.Hymns	N245 God, that madest earth and heaven (AR HYD Y NOS)	NEH:New English Hymnal	245	God, that madest earth and heaven	AR HYD Y NOS					
N246a.Hymns	N246a Holy Father, cheer our way (HUDDERSFIELD)	NEH:New English Hymnal	246a	Holy Father, cheer our way	HUDDERSFIELD					
N246b.Hymns	N246b Holy Father, cheer our way (VESPER)	NEH:New English Hymnal	246b	Holy Father, cheer our way	VESPER					
N247.Hymns	N247 O gladsome light, O grace (NUNC DIMITTIS)	NEH:New English Hymnal	247	O gladsome light, O grace	NUNC DIMITTIS					
N248a.Hymns	N248a O Strength and Stay upholding all creation (WELWYN)	NEH:New English Hymnal	248a	O Strength and Stay upholding all creation	WELWYN					
N248b.Hymns	N248b O Strength and Stay upholding all creation (STRENGTH AND STAY)	NEH:New English Hymnal	248b	O Strength and Stay upholding all creation	STRENGTH AND STAY					
N249.Hymns	N249 Round me falls the night (ARNSTADT (SEELENBRÄTIGAM))	NEH:New English Hymnal	249	Round me falls the night	ARNSTADT (SEELENBRÄTIGAM)					
N250.Hymns	N250 Saviour, again to thy dear name we raise (ELLERS)	NEH:New English Hymnal	250	Saviour, again to thy dear name we raise	ELLERS					
N251.Hymns	N251 Sun of my soul, thou Saviour dear (ABENDS)	NEH:New English Hymnal	251	Sun of my soul, thou Saviour dear	ABENDS					
N252.Hymns	N252 The day thou gavest, Lord, is ended (ST CLEMENT)	NEH:New English Hymnal	252	The day thou gavest, Lord, is ended	ST CLEMENT					
N253.Hymns	N253 The duteous day now closeth (INNSBRUCK)	NEH:New English Hymnal	253	The duteous day now closeth	INNSBRUCK					
N254.Hymns	N254 Come, let us with our Lord arise (GLOUCESTER)	NEH:New English Hymnal	254	Come, let us with our Lord arise	GLOUCESTER					
N255.Hymns	N255 Most glorious Lord of life, that on this day (FARLEY CASTLE)	NEH:New English Hymnal	255	Most glorious Lord of life, that on this day	FARLEY CASTLE					
N256.Hymns	N256 On this day, the first of days (MONKLAND)	NEH:New English Hymnal	256	On this day, the first of days	MONKLAND					
N257.Hymns	N257 This is the day the Lord has made (BILLING)	NEH:New English Hymnal	257	This is the day the Lord has made	BILLING					
N258.Hymns	N258 O Christ the same through all our story's pages (LONDONDERRY)	NEH:New English Hymnal	258	O Christ the same through all our story's pages	LONDONDERRY					
N259.Hymns	N259 Come, ye thankful people, come (ST GEORGE'S WINDSOR)	NEH:New English Hymnal	259	Come, ye thankful people, come	ST GEORGE'S WINDSOR					
N260.Hymns	N260 Fair waved the golden corn (HOLYROOD)	NEH:New English Hymnal	260	Fair waved the golden corn	HOLYROOD					
N261.Hymns	N261 To thee, O Lord, our hearts we raise (GOLDEN SHEAVES)	NEH:New English Hymnal	261	To thee, O Lord, our hearts we raise	GOLDEN SHEAVES					
N262.Hymns	N262 We plough the fields, and scatter (WIR PFLÜGEN)	NEH:New English Hymnal	262	We plough the fields, and scatter	WIR PFLÜGEN					
N263.Hymns	N263 All creatures of our God and King (LASST UNS ERFREUEN)	NEH:New English Hymnal	263	All creatures of our God and King	LASST UNS ERFREUEN					
N264.Hymns	N264 Each little flower that opens (ROYAL OAK)	NEH:New English Hymnal	264	Each little flower that opens	ROYAL OAK					
N265.Hymns	N265 Lord of beauty, thine the splendour (REGENT SQUARE)	NEH:New English Hymnal	265	Lord of beauty, thine the splendour	REGENT SQUARE					
N266.Hymns	N266 The Lord reigns clothed in strength and power (SERAPHINEN)	NEH:New English Hymnal	266	The Lord reigns clothed in strength and power	SERAPHINEN					
N267.Hymns	N267 The spacious firmament on high (ADDISON'S (LONDON))	NEH:New English Hymnal	267	The spacious firmament on high	ADDISON'S (LONDON)					
N268.Hymns	N268 Of the glorious body telling (PANGE LINGUA)	NEH:New English Hymnal	268	Of the glorious body telling	PANGE LINGUA					
N269a.Hymns	N269a The heavenly Word proceeding forth (VERBUM SUPERNUM)	NEH:New English Hymnal	269a	The heavenly Word proceeding forth	VERBUM SUPERNUM					
N269b.Hymns	N269b The heavenly Word proceeding forth (O SALUTARIS HOSTIA)	NEH:New English Hymnal	269b	The heavenly Word proceeding forth	O SALUTARIS HOSTIA					
N270.Hymns	N270 According to thy gracious word (BANGOR)	NEH:New English Hymnal	270	According to thy gracious word	BANGOR					
N271.Hymns	N271 Alleluya, sing to Jesus (HYFRYDOL)	NEH:New English Hymnal	271	Alleluya, sing to Jesus	HYFRYDOL					
N272.Hymns	N272 All for Jesus! all for Jesus! (ALL FOR JESUS)	NEH:New English Hymnal	272	All for Jesus! all for Jesus!	ALL FOR JESUS					
N273.Hymns	N273 And now, O Father, mindful of the love (UNDE ET MEMORES)	NEH:New English Hymnal	273	And now, O Father, mindful of the love	UNDE ET MEMORES					
N274.Hymns	N274 Author of life divine (LOVELY (RHOSYMEDRE))	NEH:New English Hymnal	274	Author of life divine	LOVELY (RHOSYMEDRE)					
N275.Hymns	N275 Blessed Jesu, Mary's son (LIEBSTER JESU (DESSAU))	NEH:New English Hymnal	275	Blessed Jesu, Mary's son	LIEBSTER JESU (DESSAU)					
N276a.Hymns	N276a Bread of heaven, on thee we feed (NICHT SO TRAURIG (PRESSBURG))	NEH:New English Hymnal	276a	Bread of heaven, on thee we feed	NICHT SO TRAURIG (PRESSBURG)					
N276b.Hymns	N276b Bread of heaven, on thee we feed (BREAD OF HEAVEN)	NEH:New English Hymnal	276b	Bread of heaven, on thee we feed	BREAD OF HEAVEN					
N277.Hymns	N277 Bread of the world in mercy broken (RENDEZ À DIEU)	NEH:New English Hymnal	277	Bread of the world in mercy broken	RENDEZ À DIEU					
N278.Hymns	N278 Christ be with me, Christ within me (GARTAN)	NEH:New English Hymnal	278	Christ be with me, Christ within me	GARTAN					
N279.Hymns	N279 Come, risen Lord, and deign to be our guest (SONG 4)	NEH:New English Hymnal	279	Come, risen Lord, and deign to be our guest	SONG 4					
N280.Hymns	N280 Deck thyself, my soul, with gladness (SCHMÜCKE DICH)	NEH:New English Hymnal	280	Deck thyself, my soul, with gladness	SCHMÜCKE DICH					
N281.Hymns	N281 Draw nigh, and take the body of the Lord (DRAW NIGH)	NEH:New English Hymnal	281	Draw nigh, and take the body of the Lord	DRAW NIGH					
N282.Hymns	N282 Faithful Shepherd, feed me (PASTOR PASTORUM)	NEH:New English Hymnal	282	Faithful Shepherd, feed me	PASTOR PASTORUM					
N283.Hymns	N283 Father, see thy children bending at thy throne (GHENT)	NEH:New English Hymnal	283	Father, see thy children bending at thy throne	GHENT					
N284.Hymns	N284 Father, we thank thee who hast planted (LES CAMANDEMENS DE DIEU)	NEH:New English Hymnal	284	Father, we thank thee who hast planted	LES CAMANDEMENS DE DIEU					
N285a.Hymns	N285a For the beauty of the earth (ENGLAND'S LANE)	NEH:New English Hymnal	285a	For the beauty of the earth	ENGLAND'S LANE					
N285b.Hymns	N285b For the beauty of the earth (LUCERNA LAUDONIAE)	NEH:New English Hymnal	285b	For the beauty of the earth	LUCERNA LAUDONIAE					
N286.Hymns	N286 From glory to glory advancing, we praise thee, O Lord (SHEEN)	NEH:New English Hymnal	286	From glory to glory advancing, we praise thee, O Lord	SHEEN					
N287.Hymns	N287 Glory, love and praise and honour (BENIFOLD)	NEH:New English Hymnal	287	Glory, love and praise and honour	BENIFOLD					
N288.Hymns	N288 God everlasting, wonderful and holy (DIVA SERVATRIX)	NEH:New English Hymnal	288	God everlasting, wonderful and holy	DIVA SERVATRIX					
N289.Hymns	N289 Hail, true Body, born of Mary (AVE VERUM)	NEH:New English Hymnal	289	Hail, true Body, born of Mary	AVE VERUM					
N290.Hymns	N290 Holy God, we show forth here (MEISTERSINGER)	NEH:New English Hymnal	290	Holy God, we show forth here	MEISTERSINGER					
N291a.Hymns	N291a Jesu! – the very thought is sweet! (JESU DULCIS)	NEH:New English Hymnal	291a	Jesu! – the very thought is sweet!	JESU DULCIS					
N291b.Hymns	N291b Jesu! – the very thought is sweet! (THE ROSY SEQUENCE)	NEH:New English Hymnal	291b	Jesu! – the very thought is sweet!	THE ROSY SEQUENCE					
N292a.Hymns	N292a Jesu, thou joy of loving hearts (EXULTET CAELUM LAUDIBUS)	NEH:New English Hymnal	292a	Jesu, thou joy of loving hearts	EXULTET CAELUM LAUDIBUS					
N292b.Hymns	N292b Jesu, thou joy of loving hearts (EISENACH)	NEH:New English Hymnal	292b	Jesu, thou joy of loving hearts	EISENACH					
N293.Hymns	N293 Jesus, our Master, on the night that they came (HARWICH)	NEH:New English Hymnal	293	Jesus, our Master, on the night that they came	HARWICH					
N294.Hymns	N294 Just as I am, without one plea (SAFFRON WALDEN)	NEH:New English Hymnal	294	Just as I am, without one plea	SAFFRON WALDEN					
N295.Hymns	N295 Let all mortal flesh keep silence (PICARDY)	NEH:New English Hymnal	295	Let all mortal flesh keep silence	PICARDY					
N296a.Hymns	N296a Lord, enthroned in heavenly splendour (ST HELEN)	NEH:New English Hymnal	296a	Lord, enthroned in heavenly splendour	ST HELEN					
N296b.Hymns	N296b Lord, enthroned in heavenly splendour (BRYN CALFARIA)	NEH:New English Hymnal	296b	Lord, enthroned in heavenly splendour	BRYN CALFARIA					
N297.Hymns	N297 Lord Jesus Christ (LIVING LORD)	NEH:New English Hymnal	297	Lord Jesus Christ	LIVING LORD					
N298a.Hymns	N298a May the grace of Christ our Saviour (WALTHAM)	NEH:New English Hymnal	298a	May the grace of Christ our Saviour	WALTHAM					
N298b.Hymns	N298b May the grace of Christ our Saviour (GOTT DES HIMMELS)	NEH:New English Hymnal	298b	May the grace of Christ our Saviour	GOTT DES HIMMELS					
N299a.Hymns	N299a My spirit longs for thee (MARIA JUNG UND ZART)	NEH:New English Hymnal	299a	My spirit longs for thee	MARIA JUNG UND ZART					
N299b.Hymns	N299b My spirit longs for thee (AMEN COURT)	NEH:New English Hymnal	299b	My spirit longs for thee	AMEN COURT					
N300.Hymns	N300 O Food of men wayfaring (IN ALLEN MEINEN THATEN)	NEH:New English Hymnal	300	O Food of men wayfaring	IN ALLEN MEINEN THATEN					
N301.Hymns	N301 O, most merciful! O, most bountiful! (SCHÖNSTER HERR JESU)	NEH:New English Hymnal	301	O, most merciful! O, most bountiful!	SCHÖNSTER HERR JESU					
N302.Hymns	N302 O thou, who at thy Eucharist didst pray (SONG I)	NEH:New English Hymnal	302	O thou, who at thy Eucharist didst pray	SONG I					
N303.Hymns	N303 O Word immortal of eternal God (SONG 24)	NEH:New English Hymnal	303	O Word immortal of eternal God	SONG 24					
