2030-09-03	Tue	NOE	St Gregory the Great, Pope, Doctor	St Gregory the Great, Pope, Doctor
2030-09-04	Wed	NOE	Ord Time XXII:Wed	Ord Time XXII:Wed	St Cuthbert, Bishop
2030-09-05	Thu	NOE	Ord Time XXII:Thu	Ord Time XXII:Thu	St Teresa of Calcutta, Virgin
2030-09-06	Fri	NOE	Ord Time XXII:Fri	Ord Time XXII:Fri
2030-09-07	Sat	NOE	Ord Time XXII:Sat	Ord Time XXII:Sat	Saturday memorial of our Lady
2030-09-08	Sun	NOE	ORDINARY TIME XXIII	ORDINARY TIME XXIII
2030-09-09	Mon	NOE	Ord Time XXIII:Mon	Ord Time XXIII:Mon	St Peter Claver, Priest
2030-09-10	Tue	NOE	Ord Time XXIII:Tue	Ord Time XXIII:Tue
2030-09-11	Wed	NOE	Ord Time XXIII:Wed	Ord Time XXIII:Wed
2030-09-12	Thu	NOE	Ord Time XXIII:Thu	Ord Time XXIII:Thu	Most Holy Name of Mary
2030-09-13	Fri	NOE	St John Chrysostom, Bishop, Doctor	St John Chrysostom, Bishop, Doctor
2030-09-14	Sat	NOE	Exaltation of the Holy Cross	Exaltation of the Holy Cross
2030-09-15	Sun	NOE	ORDINARY TIME XXIV	ORDINARY TIME XXIV
2030-09-16	Mon	NOE	Ss Cornelius, Pope, & Cyprian, Bishop, Martyrs	Ss Cornelius, Pope, & Cyprian, Bishop, Martyrs
2030-09-17	Tue	NOE	Ord Time XXIV:Tue	Ord Time XXIV:Tue	St Robert Bellarmine, Down Syndrome Patron, Bishop, Doctor	St Hildegard of Bingen, Virgin, Doctor
2030-09-18	Wed	NOE	Ord Time XXIV:Wed	Ord Time XXIV:Wed
2030-09-19	Thu	NOE	Ord Time XXIV:Thu	Ord Time XXIV:Thu	St Januarius, Bishop, Martyr	St Theodore of Tarsus, Archbishop of Canterbury
2030-09-20	Fri	NOE	Ss Andrew Kim Taegon, Priest, & Paul Chong Hasang, & Companions, Martyrs	Ss Andrew Kim Taegon, Priest, & Paul Chong Hasang, & Companions, Martyrs
2030-09-21	Sat	NOE	St Matthew, Apostle, Evangelist	St Matthew, Apostle, Evangelist
2030-09-22	Sun	NOE	ORDINARY TIME XXV	ORDINARY TIME XXV
2030-09-23	Mon	NOE	St Pius of Pietrelcina, Priest	St Pius of Pietrelcina, Priest
2030-09-24	Tue	NOE	Our Lady of Walsingham	Our Lady of Walsingham
2030-09-25	Wed	NOE	Ord Time XXV:Wed	Ord Time XXV:Wed
2030-09-26	Thu	NOE	Ord Time XXV:Thu	Ord Time XXV:Thu	Ss Cosmas & Damian, Martyrs
2030-09-27	Fri	NOE	St Vincent de Paul, Priest	St Vincent de Paul, Priest
